node1,http://id.nlm.nih.gov/mesh/D000073999,http://id.nlm.nih.gov/mesh/D000617,http://id.nlm.nih.gov/mesh/D002686,http://id.nlm.nih.gov/mesh/D005990,http://id.nlm.nih.gov/mesh/D006027,http://id.nlm.nih.gov/mesh/D008034,http://id.nlm.nih.gov/mesh/D009675,http://id.nlm.nih.gov/mesh/D011134,http://id.nlm.nih.gov/mesh/D013307,http://id.nlm.nih.gov/mesh/D013402,http://id.nlm.nih.gov/mesh/D048271,http://id.nlm.nih.gov/mesh/D055231
http://id.nlm.nih.gov/mesh/D000073999,1.0,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.3429999999999999,0.48999999999999994,0.48999999999999994,0.3429999999999999,0.48999999999999994,0.3429999999999999,0.48999999999999994
http://id.nlm.nih.gov/mesh/D000617,0.48999999999999994,1.0,0.48999999999999994,0.3429999999999999,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.3429999999999999,0.7
http://id.nlm.nih.gov/mesh/D002686,0.48999999999999994,0.48999999999999994,1.0,0.3429999999999999,0.48999999999999994,0.3429999999999999,0.48999999999999994,0.48999999999999994,0.3429999999999999,0.48999999999999994,0.48999999999999994,0.48999999999999994
http://id.nlm.nih.gov/mesh/D005990,0.48999999999999994,0.3429999999999999,0.3429999999999999,1.0,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999
http://id.nlm.nih.gov/mesh/D006027,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.3429999999999999,1.0,0.3429999999999999,0.48999999999999994,0.7,0.3429999999999999,0.7,0.3429999999999999,0.48999999999999994
http://id.nlm.nih.gov/mesh/D008034,0.3429999999999999,0.48999999999999994,0.3429999999999999,0.3429999999999999,0.3429999999999999,1.0,0.48999999999999994,0.3429999999999999,0.48999999999999994,0.3429999999999999,0.3429999999999999,0.48999999999999994
http://id.nlm.nih.gov/mesh/D009675,0.48999999999999994,0.7,0.48999999999999994,0.3429999999999999,0.48999999999999994,0.48999999999999994,1.0,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.3429999999999999,0.7
http://id.nlm.nih.gov/mesh/D011134,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.3429999999999999,0.7,0.3429999999999999,0.48999999999999994,1.0,0.3429999999999999,0.7,0.3429999999999999,0.48999999999999994
http://id.nlm.nih.gov/mesh/D013307,0.3429999999999999,0.48999999999999994,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.48999999999999994,0.48999999999999994,0.3429999999999999,1.0,0.3429999999999999,0.3429999999999999,0.48999999999999994
http://id.nlm.nih.gov/mesh/D013402,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.3429999999999999,0.7,0.3429999999999999,0.48999999999999994,0.7,0.3429999999999999,1.0,0.3429999999999999,0.48999999999999994
http://id.nlm.nih.gov/mesh/D048271,0.3429999999999999,0.3429999999999999,0.48999999999999994,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,1.0,0.3429999999999999
http://id.nlm.nih.gov/mesh/D055231,0.48999999999999994,0.7,0.48999999999999994,0.3429999999999999,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.3429999999999999,1.0
